COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,AH04E001,AH04E002,AH04E003,AH04E004,AH04E005,AH04E006,AH04E007,AH04E008,AH04E009,AH04E010,AH04E011,AH04E012,AH04E013,AH04E014,AH04E015,AH04E016,AH04E017,AH04E018,AH04E019,AH04E020,AH04E021,AH04E022,AH04E023,AH04E024,AH04E025,AH04M001,AH04M002,AH04M003,AH04M004,AH04M005,AH04M006,AH04M007,AH04M008,AH04M009,AH04M010,AH04M011,AH04M012,AH04M013,AH04M014,AH04M015,AH04M016,AH04M017,AH04M018,AH04M019,AH04M020,AH04M021,AH04M022,AH04M023,AH04M024,AH04M025,STATEA,COUNTYA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7054,5,0,0,0,0,19,0,0,129,21,72,60,57,25,130,1019,196,299,1418,604,2116,698,93,93,67,8,19,19,19,19,22,19,19,79,24,52,54,50,26,79,253,117,136,180,212,373,243,62,74,16,081
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52179,591,0,2,32,8,123,30,153,577,111,858,859,1151,886,1056,12072,2818,4166,10245,6459,6656,2216,728,382,143,185,28,3,29,13,80,31,91,143,67,194,215,265,194,230,645,437,468,626,588,631,339,241,130,16,083
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7748,32,0,0,0,0,0,0,0,0,1,85,14,90,204,8,1355,460,582,2075,458,1705,565,35,79,319,53,19,19,19,19,19,19,19,19,2,72,16,77,142,11,422,297,214,480,192,328,169,36,61,16,085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7074,66,0,0,19,15,38,114,20,121,30,84,131,136,198,166,1870,469,704,1319,413,784,331,46,0,96,40,17,17,28,26,29,88,31,69,27,43,70,63,73,72,209,105,148,181,112,156,79,35,17,16,087
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46161,244,0,0,0,32,29,34,13,9,57,654,442,626,1025,668,13943,2149,4487,6992,3974,6821,3105,574,283,125,102,26,26,26,39,35,43,14,13,43,177,119,160,256,149,604,279,403,439,400,462,285,149,86,17,001
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4625,58,0,0,0,0,0,0,0,12,19,212,108,149,347,91,1319,287,365,708,453,374,95,23,5,45,40,15,15,15,15,15,15,15,19,17,71,57,47,112,50,157,71,95,126,130,86,54,25,8,17,003
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11904,74,0,0,0,0,0,6,4,46,15,237,118,222,409,161,3695,989,1111,1375,1146,1492,647,54,103,193,49,17,17,17,17,17,10,5,43,15,74,44,77,152,68,293,211,190,257,206,270,191,43,81,17,005
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34783,606,19,10,0,59,61,38,256,292,234,393,499,640,717,781,10095,2285,2691,4759,2787,4580,2066,673,242,126,204,31,20,26,76,53,43,182,134,136,131,235,183,325,198,677,434,359,529,425,531,389,190,118,17,007
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5047,21,2,0,0,0,22,0,17,0,2,124,99,170,273,89,1616,295,485,668,500,489,143,26,6,95,21,6,15,15,15,23,15,22,15,4,60,44,52,61,34,186,89,115,118,126,104,54,22,8,17,009
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23618,196,6,0,0,18,20,16,21,46,39,239,251,468,455,337,7922,1195,1913,3505,2516,2971,1050,298,136,68,67,10,23,23,12,22,14,15,37,30,77,62,96,104,84,294,168,178,262,206,267,141,85,52,17,011
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3524,21,0,0,3,2,0,2,0,5,4,93,65,33,45,32,1448,141,197,604,345,278,187,8,11,9,17,11,11,6,4,11,5,11,5,5,33,30,22,26,15,107,44,59,134,87,67,59,9,11,17,013
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10746,99,0,0,0,0,0,0,31,0,3,99,194,191,194,100,3897,661,971,1419,1018,1208,486,108,67,67,52,17,17,17,17,17,17,45,17,5,37,85,63,59,33,193,127,120,122,143,131,100,51,37,17,015
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8729,97,0,0,0,0,0,3,16,27,31,225,283,249,149,273,3511,486,731,908,567,832,275,52,14,73,55,17,17,17,17,17,6,17,18,43,69,91,78,70,94,242,87,129,133,101,135,62,23,14,17,017
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119960,746,65,0,0,2,0,80,43,280,108,585,550,1200,1296,963,22949,3402,7967,16930,10092,26436,16371,3442,6453,75,185,51,26,26,3,26,58,44,139,69,165,178,245,233,196,1037,362,652,991,628,970,802,393,546,17,019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23940,165,0,0,0,5,12,3,14,41,26,395,372,500,754,376,8472,1700,2051,2999,2136,2650,973,164,132,137,64,23,23,23,9,20,4,20,30,15,134,116,103,146,103,431,191,228,298,214,265,152,71,68,17,021
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11047,39,0,0,0,11,0,0,3,2,19,235,89,149,288,101,3604,642,1077,1441,1453,1272,466,57,99,67,25,17,17,17,24,17,17,4,6,15,82,51,61,143,55,270,143,166,187,193,215,88,32,54,17,023
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9445,128,0,8,14,5,15,10,0,3,25,220,115,156,179,165,2845,609,861,1517,1162,1037,279,60,32,78,68,17,18,17,9,26,23,17,6,26,73,56,74,66,71,287,126,186,234,198,200,112,52,35,17,025
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26627,203,5,0,13,11,34,41,11,206,40,740,263,580,481,278,6990,1464,2352,3922,3108,4136,1477,203,69,71,83,7,23,17,19,26,38,18,95,28,132,70,100,118,79,427,195,259,367,311,378,213,83,38,17,027
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32910,288,0,35,0,0,25,0,23,80,75,504,195,777,644,370,8311,1767,2677,4993,3577,4849,2655,309,756,143,130,26,48,26,26,24,26,26,77,84,170,83,171,174,142,456,307,329,472,385,384,300,93,176,17,029
